periodFullName,isProcessed,fileName,Velocity_Band_6_Total_Duration,Velocity_Band_6_Total_Distance,Velocity_Band_5_Total_Duration,Velocity_Band_5_Total_Distance,Velocity_Band_4_Total_Duration,Velocity_Band_4_Total_Distance,Velocity_Band_3_Total_Duration,Velocity_Band_3_Total_Distance,Velocity_Band_2_Total_Duration,Velocity_Band_2_Total_Distance,Velocity_Band_1_Total_Duration,Velocity_Band_1_Total_Distance,Veld_grootte,Total_Duration,Total_Distance,Team_id,TableRow_skey,Start_Time,Soort_training,Session_Count,Remark3,Remark2,Remark,Player_id,Period_Number,Period_Name,Mean_Heart_Rate,Maximum_Velocity,Maximum_Heart_Rate,LoadDateTime,IMA_Jump_Count_Med_Band,IMA_Jump_Count_Low_Band,IMA_Jump_Count_High_Band,IMA_Dive_Intensity_Band_8_Right_Count,IMA_Dive_Intensity_Band_8_Left_Count,IMA_Dive_Intensity_Band_7_Right_Count,IMA_Dive_Intensity_Band_7_Left_Count,IMA_Dive_Intensity_Band_6_Right_Count,IMA_Dive_Intensity_Band_6_Left_Count,IMA_Dive_Intensity_Band_5_Right_Count,IMA_Dive_Intensity_Band_5_Left_Count,IMA_Dive_Intensity_Band_4_Right_Count,IMA_Dive_Intensity_Band_4_Left_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Right_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Left_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Right_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Left_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Right_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Left_Count,Heart_Rate_Index,Heart_Rate_Band_6_Total_Duration,Heart_Rate_Band_5_Total_Duration,Heart_Rate_Band_4_Total_Duration,Heart_Rate_Band_3_Total_Duration,Heart_Rate_Band_2_Total_Duration,Heart_Rate_Band_1_Total_Duration,Field_Time,ExcludeHR,Exclude,End_Time,Date,Bench_Time,AM_PM
Cornelius,false,Alpha,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,70,144,5990,35,8bf8f169-0fff-4ff1-866e-96c59aae1a11,11:16:37,Beauty,66,5,9,10,1192,10,duels,86,111,197,8:01:01,13,22,74,65,77,4,7,50,85,59,72,47,22,97,8,48,40,87,72,98,90,41,8,9,22,67,24,19,62,12,56,35,90,9,99,88,30,87,67,47,94,76,87,27,7:31:37,false,false,20:33:06,6/4/2013,711,AM
Kelcey,true,Prodder,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,759,345,813,27,518359ed-b912-4868-8cda-aa61a9d599d5,15:22:54,Automotive,98,10,4,11,1246,565,7,87,646,101,7:17:57,29,51,2,14,29,57,25,60,10,60,21,7,26,87,22,43,4,90,98,73,5,53,82,25,50,30,12,44,48,59,59,7,42,84,5,44,5,63,81,18,68,17,47,45,3:16:50,true,false,9:17:15,2/4/2019,392,PM
Tracy,true,Toughjoyfax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,82,974,9457,29,47168b85-b679-4213-b078-d6128233bc9a,1:43:39,Health,6,23,3,24,1286,917,6,158,757,179,14:50:43,30,29,69,16,6,68,75,9,65,58,93,45,59,87,78,59,43,30,27,11,38,9,37,14,79,25,52,85,40,91,77,93,83,86,13,2,40,75,22,71,13,53,4,39,4:22:39,true,true,13:27:15,8/28/2017,740,PM
Penni,true,Job,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,223,609,2688,3,f14c382c-7b26-4b4d-bd0f-a40843d8613c,16:48:03,Outdoors,26,13,3,24,1588,481,5,152,110,185,7:58:49,55,91,18,86,49,92,5,58,82,89,97,55,14,54,8,99,3,54,49,90,67,64,10,56,22,64,80,91,26,94,13,82,40,84,61,8,88,5,93,78,32,66,40,9,3:08:46,true,true,8:08:06,9/5/2017,456,PM
Anselm,false,Vagram,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,944,661,6745,25,4dbe4c52-8fa0-4797-bfc7-8b2e47211c65,20:26:19,Sports,18,14,17,22,1942,628,4,82,863,167,18:25:12,88,19,61,85,88,67,76,8,70,37,25,35,72,72,58,31,94,26,1,52,82,46,26,64,72,55,31,4,78,92,99,3,25,57,8,63,73,33,23,58,87,21,78,11,8:44:46,true,false,16:20:50,11/6/2014,88,AM
Ianthe,true,Vagram,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,730,538,2617,18,75d78198-a640-43cc-a7cc-aac712912361,20:22:45,Baby,32,24,18,14,107,33,w-up,116,153,206,0:29:09,3,59,65,90,86,59,61,97,3,3,97,73,79,71,96,55,81,66,89,78,53,22,82,70,59,32,40,8,48,58,43,67,76,29,46,18,100,69,78,39,33,2,83,59,19:28:24,false,false,14:07:00,5/11/2012,234,PM
Rip,false,It,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,763,970,8859,15,44066973-b19e-43a7-b49f-26e0fb72d58c,16:29:02,Grocery,42,7,14,16,1559,111,duels,147,973,165,2:51:25,77,54,34,27,89,10,35,67,20,94,65,96,49,41,85,66,32,97,35,31,44,18,34,37,82,77,1,22,82,58,64,31,40,17,99,63,4,38,3,29,75,29,74,66,20:00:42,true,false,16:14:38,12/31/2019,459,PM
Meade,false,Overhold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,789,593,8487,47,7653ecc6-99d0-4206-ae0b-7bf9e5fb84b3,19:36:53,Home,77,21,3,1,1076,628,positiespel,129,612,216,22:10:14,96,30,27,3,33,47,2,1,60,27,3,100,69,1,44,68,81,55,26,82,44,69,95,83,14,80,22,63,24,84,12,41,9,89,12,67,62,34,52,6,97,24,52,88,17:37:28,true,false,18:00:28,7/12/2014,278,AM
Madella,true,Keylex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,246,192,6548,4,9b885b66-8395-4ca6-a54c-b26e265f4428,20:39:50,Jewelery,33,22,10,15,807,868,5,96,427,139,23:03:31,26,49,61,68,83,83,80,14,96,32,84,89,58,53,54,64,54,50,66,37,28,63,43,19,89,89,19,51,15,98,75,89,64,2,13,17,77,26,40,12,79,98,16,41,17:18:50,false,false,0:47:12,12/15/2017,851,AM
Georgianne,true,Flowdesk,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,745,706,4373,13,0702c965-472b-4c8e-b58e-e6bcf020c4f2,20:05:50,Automotive,45,12,15,15,1308,310,5,96,319,220,19:47:25,6,98,28,62,93,47,86,98,11,49,28,98,18,53,29,7,3,79,49,99,47,23,46,19,83,32,24,78,34,78,6,36,57,20,95,5,34,74,26,76,36,49,52,25,9:03:39,true,true,3:29:04,2/24/2020,169,PM
Micky,false,Job,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,136,251,3265,44,4707f46a-9e33-4bc0-aa5f-1ed169c9b2d0,6:22:58,Baby,22,19,13,22,875,38,duels,100,558,202,9:56:33,67,55,87,90,31,55,9,97,99,62,25,88,7,89,18,22,70,76,65,28,35,28,45,7,76,33,88,82,62,27,39,28,88,39,25,13,62,51,70,83,1,50,86,15,19:45:24,false,false,18:59:42,4/21/2018,429,PM
Mark,true,Sub-Ex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,65,657,9330,46,ad4e9c5b-da26-44a1-b904-6868d5bfcdbd,23:51:32,Outdoors,75,25,6,12,700,89,7,155,655,146,21:12:22,21,17,65,56,52,88,92,13,7,69,72,52,100,7,12,34,25,64,33,51,9,65,89,67,83,18,48,53,99,13,4,33,88,37,1,43,42,48,40,52,80,58,83,71,17:54:37,false,true,23:24:51,9/2/2010,738,PM
Sibilla,true,Viva,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,624,990,9439,19,f8076d73-bc45-4504-8f71-551a91b140a7,15:30:32,Beauty,31,8,5,19,738,493,duels,102,65,114,5:14:44,30,76,61,3,31,65,81,81,27,18,19,40,14,33,74,53,19,2,49,54,15,12,9,4,33,35,62,15,47,29,4,56,36,10,66,100,18,25,40,58,91,1,80,13,19:44:57,true,true,14:57:13,3/25/2011,692,PM
Emmott,true,Duobam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,494,886,4496,36,025de747-31d6-4e9f-9a35-3d20d414c66a,18:19:35,Health,93,11,5,13,429,964,6,114,619,113,17:33:25,77,61,44,15,46,32,55,79,15,82,30,69,54,88,41,41,24,9,74,16,78,19,61,14,43,32,39,84,3,79,38,98,51,62,27,83,34,69,63,94,71,28,91,27,16:23:26,false,false,3:45:08,3/27/2016,139,AM
Shela,true,Quo Lux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,579,821,4393,32,d38f7f08-bafa-443b-868b-833f4411fb30,14:29:57,Movies,47,14,3,19,1541,529,positiespel,118,48,105,6:08:49,8,71,78,50,86,93,91,85,84,36,83,61,63,37,85,85,19,75,58,68,1,96,36,88,90,99,82,32,63,19,29,69,79,54,71,26,30,77,27,93,41,20,74,74,1:22:47,false,false,6:15:41,1/12/2018,125,AM
Frederich,false,Matsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,63,459,4747,19,f7bb061c-1a61-4b4d-a599-b5b2713c88b6,19:10:37,Kids,52,2,13,1,559,612,partijspel,160,2,111,8:59:04,95,42,79,94,32,98,70,67,2,6,18,83,29,58,94,26,63,82,69,62,62,81,36,79,67,5,19,58,51,55,100,92,10,88,29,80,83,16,25,40,100,29,86,1,11:32:26,true,false,5:17:30,12/4/2017,445,PM
Lusa,true,Sonsing,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,483,35,4137,7,8d72bf34-4ebe-4599-a9ec-b0f2cf769a1c,22:54:06,Music,82,13,5,2,684,992,6,80,258,153,20:25:04,17,21,50,27,57,13,27,79,85,72,47,58,3,36,21,78,71,25,79,91,7,49,87,10,46,57,88,69,27,43,86,49,34,55,80,72,44,63,47,99,24,90,14,35,15:29:01,false,false,7:31:27,8/27/2018,963,PM
Salmon,false,Pannier,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,220,749,1565,44,43affe68-d1b9-4cc4-8d7d-b22f0ac2c28d,14:08:23,Automotive,34,9,12,18,164,157,partijspel,137,16,114,13:39:31,51,67,39,4,17,7,76,95,30,91,63,87,29,27,53,62,21,29,41,88,51,64,97,29,31,81,7,13,26,98,34,27,7,84,40,17,85,78,9,57,80,47,58,24,12:28:34,false,false,16:46:03,6/19/2019,545,AM
Ruddy,false,Cardify,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,933,237,6675,31,e5ee5056-94c8-471c-867e-c77d1725dc73,21:18:03,Shoes,56,1,25,6,1131,730,duels,148,375,217,22:19:10,10,22,24,43,60,7,55,22,90,92,61,90,46,14,30,49,21,32,89,34,1,55,16,57,27,67,92,14,41,37,84,5,78,50,1,39,80,48,13,21,83,73,44,7,21:52:45,false,false,4:08:28,9/19/2014,55,PM
Krystalle,false,Asoka,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,865,304,9510,21,57469dc8-ded3-402e-8c51-919d09b80191,1:49:09,Sports,42,15,13,19,475,699,5,83,461,161,23:01:13,16,88,85,30,92,66,69,24,38,34,13,90,79,21,33,93,54,22,89,3,7,6,55,87,29,50,27,51,23,64,44,14,31,86,76,15,84,76,34,4,58,79,64,88,8:05:21,true,true,22:37:50,9/20/2017,797,PM
Dennis,true,Tin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,162,278,9489,38,5705d42b-7532-4e80-af03-e30780ad81e1,8:07:11,Shoes,65,8,8,3,1606,522,w-up,142,794,162,3:28:12,15,15,5,40,31,32,65,29,97,94,83,77,16,71,52,99,24,35,45,61,7,91,95,20,22,96,29,57,72,56,33,30,13,41,7,3,77,2,89,75,16,13,82,4,22:36:42,true,false,2:53:37,5/16/2017,301,AM
Brand,true,Prodder,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,216,475,6061,17,365908ca-33ee-4791-b736-60370dec0595,17:13:43,Computers,87,13,24,1,1256,585,6,154,76,151,13:56:49,32,64,95,100,74,87,33,97,51,13,46,21,69,11,40,19,63,66,30,4,20,89,58,65,78,30,71,38,59,93,68,91,13,15,18,60,83,12,58,25,34,73,10,31,9:14:03,false,false,11:21:46,4/17/2011,541,PM
Elmore,true,Viva,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,421,131,7285,25,0bad190b-cb00-4620-acf9-fb468d5f9f45,5:42:43,Music,51,14,9,19,669,619,5,98,343,208,1:19:47,22,4,48,87,2,89,40,98,15,84,19,85,75,64,43,23,27,19,53,73,49,1,45,8,24,36,86,82,20,48,1,31,40,100,46,31,99,69,49,57,47,42,22,82,12:58:32,true,true,13:51:09,6/11/2015,550,AM
Wake,false,Latlux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,587,395,5472,26,e2c6857c-673d-408b-98ec-7cc9bd51c729,17:37:49,Games,23,14,21,11,76,231,4,147,606,144,17:55:52,92,79,95,85,62,62,97,67,84,23,60,74,97,53,95,12,37,66,3,71,77,50,67,55,95,44,91,46,11,43,25,47,92,69,8,34,37,83,47,19,14,33,87,65,23:20:11,true,false,6:47:27,12/26/2015,688,AM
Marty,false,Holdlamis,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,935,543,5706,10,f0f8e78c-eef1-46b8-88dd-89180416ff43,20:13:24,Baby,32,15,11,21,1140,800,6,107,365,209,20:04:24,76,62,25,48,100,56,64,11,92,50,38,21,13,52,15,13,13,5,1,24,37,26,80,66,40,15,10,37,44,51,88,13,32,77,5,69,63,13,40,33,18,57,34,22,0:40:16,true,true,0:45:49,2/3/2018,695,PM
Vite,false,Zathin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,6,828,6131,33,f70f6d7e-7a76-48b6-ac5f-e55a0408532e,2:51:32,Books,98,11,25,24,1433,63,afwerken,131,737,151,4:25:25,70,49,39,8,18,29,46,81,42,88,20,24,36,93,8,7,76,51,76,90,82,99,61,51,55,83,90,61,30,42,21,28,47,26,51,36,58,15,15,22,88,75,97,87,11:45:50,true,false,15:26:31,9/27/2017,788,PM
Kerrin,false,Zathin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,166,133,3231,39,764b7bec-47ed-4081-90e2-d5b428a2fd79,15:38:12,Health,30,7,8,19,1934,56,afwerken,116,949,206,4:26:10,4,19,28,68,26,50,85,59,38,70,2,7,15,9,57,65,58,24,71,40,27,87,32,63,44,34,14,1,73,68,99,66,94,16,83,43,6,93,89,31,58,2,25,68,19:32:55,true,true,0:55:29,12/11/2015,969,AM
Gui,false,Fixflex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,674,360,4866,33,940d189d-aab1-4e80-926d-58f5e0671911,23:33:47,Industrial,72,23,18,4,166,518,duels,112,483,113,0:18:10,36,37,75,30,19,88,80,20,34,67,13,17,13,98,33,71,34,64,79,35,61,14,97,58,33,33,74,44,28,51,47,26,16,66,91,17,82,58,99,21,35,8,19,46,2:15:49,false,true,10:29:01,12/18/2012,646,AM
Gay,true,Biodex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,51,614,5107,42,0738a6e5-9744-4b7b-8c5d-edd7dbee73a7,1:15:07,Outdoors,32,23,8,25,1013,933,5,158,962,203,1:00:50,59,61,86,35,5,63,41,35,81,86,97,99,16,81,53,77,82,73,83,48,55,38,70,57,55,98,23,82,64,62,80,83,72,7,6,61,25,19,82,3,63,77,41,20,16:55:11,false,false,4:39:11,4/15/2018,426,PM
Corena,true,Y-Solowarm,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,229,767,482,21,a5db51ed-4d21-4e33-861d-1f8d629e4147,8:03:35,Garden,89,10,8,11,1886,288,afwerken,97,901,116,10:49:10,12,27,69,52,38,30,8,7,81,82,32,2,89,10,51,83,26,39,82,39,91,24,25,54,69,18,33,86,84,72,19,76,44,41,30,4,56,51,31,59,57,66,49,13,23:29:53,false,true,1:22:52,6/15/2019,596,AM
Cindi,true,Stringtough,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,523,780,4582,33,7bdce22b-fe08-4df0-b165-6f599eaa8af6,9:33:49,Computers,19,7,15,14,1463,139,partijspel,154,253,87,22:07:15,58,73,36,14,84,51,87,74,96,100,48,18,84,66,5,24,23,43,39,20,33,51,18,32,62,50,1,15,31,72,83,91,58,15,48,78,8,14,44,29,74,72,93,88,9:42:32,true,false,23:53:28,10/15/2018,763,AM
Carmine,false,Duobam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,177,368,3764,50,caaaade4-dbef-4e4f-b260-c051357fd5da,15:18:01,Grocery,73,18,4,15,124,24,7,83,157,167,2:35:27,61,91,18,87,81,50,34,81,19,10,16,5,94,88,76,56,5,59,14,36,71,31,81,7,79,88,21,8,93,10,26,42,71,39,86,14,20,81,32,86,30,88,75,3,6:58:28,false,false,19:29:39,4/9/2019,420,AM
Iormina,false,Holdlamis,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,704,53,613,12,82cf42fd-3d2c-4d79-a20e-ca4869219e10,23:44:41,Kids,5,10,12,20,12,944,afwerken,152,427,115,4:18:05,96,37,55,79,25,20,28,40,40,96,31,72,95,32,35,8,66,94,73,59,85,5,49,12,19,77,15,71,5,12,44,76,22,46,18,66,75,32,95,15,49,29,33,56,23:44:43,false,true,13:54:38,6/3/2012,863,PM
Peggie,true,Lotstring,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,890,932,1915,25,1e8c9161-140d-47f8-8219-e6c12ddc0e5a,22:18:50,Electronics,23,16,11,3,379,169,duels,153,147,173,20:14:49,93,64,60,56,4,92,2,40,4,74,72,62,12,41,70,77,3,51,88,22,84,84,24,61,30,3,84,63,32,23,26,28,86,57,87,19,30,52,55,68,14,77,87,93,11:48:36,false,true,1:13:04,1/9/2018,799,PM
Daphene,false,Daltfresh,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,936,784,3880,44,810aa3c5-2a26-40ce-88f7-a54e034a1d45,18:20:29,Health,14,23,19,15,1073,598,afwerken,158,991,88,1:07:06,31,70,58,70,73,3,99,67,52,69,34,54,26,23,46,24,6,88,91,28,65,44,92,86,94,18,61,18,74,44,22,37,9,66,95,27,60,96,65,89,67,38,54,92,4:25:19,false,true,18:18:45,9/6/2019,469,PM
Nester,true,Viva,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,792,994,1913,42,15167b45-f763-412e-abdc-7105d1138867,15:02:29,Grocery,99,9,1,17,887,181,7,150,544,111,9:12:03,80,4,84,3,59,68,21,3,92,83,74,38,96,55,51,23,75,28,34,29,67,74,69,49,40,58,18,100,68,83,38,19,39,72,98,77,48,37,93,79,27,33,34,75,23:04:37,true,false,22:53:49,9/24/2011,400,PM
Cletis,true,Tresom,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,959,555,5055,18,651d83ee-4159-42c3-9523-f9af03c462e6,2:44:19,Sports,95,7,16,6,1001,756,duels,141,888,139,5:39:01,92,75,14,61,49,2,60,72,75,60,58,45,9,23,69,90,14,79,93,81,81,89,97,25,46,17,11,45,80,22,64,73,50,50,80,70,69,82,47,48,96,30,5,42,6:25:34,false,true,5:17:01,1/8/2018,606,AM
Nikkie,false,Rank,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,775,600,4414,19,3f826648-67c0-4c47-9b40-651d1790d666,5:13:42,Games,95,12,22,19,874,859,afwerken,156,353,155,18:06:44,25,7,82,25,49,53,86,12,62,100,64,41,49,2,92,91,31,22,30,68,52,71,40,44,14,19,17,61,51,34,22,95,62,97,50,31,33,42,72,81,58,29,31,79,19:26:39,true,true,13:42:09,4/28/2014,519,PM
Noach,true,Stim,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,796,540,805,2,c844856e-5fea-4175-a941-9f32fe7d0dee,4:55:24,Automotive,55,10,16,21,213,970,positiespel,134,859,214,4:52:12,48,42,9,47,67,55,64,36,85,64,26,60,28,95,77,83,75,8,77,25,49,17,81,41,8,52,51,16,94,68,84,84,66,68,39,99,7,27,15,19,40,53,61,91,16:34:03,false,true,23:22:20,4/3/2013,387,PM
Susan,false,Y-find,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,193,491,2242,39,52eecf50-8a66-4b6f-b60b-2c61a0eb2700,6:15:48,Clothing,26,17,5,7,1182,554,7,109,475,187,23:50:36,49,83,12,24,52,19,21,9,94,80,65,18,58,74,96,97,50,96,1,47,73,97,64,80,69,45,12,89,57,36,61,84,2,96,76,52,22,29,30,43,77,91,22,24,17:40:41,false,false,4:19:01,12/25/2010,342,PM
