Date,Time,Team_id,Activity_Team,Player_id,Exercise_Name,Exercise_nr,Exercise_name_toevoeging,Comment,Exercise_Part,Veldgrootte,Duration,System,Activity,Positie_wedstrijd,Total_Distance,Distance_0_B_7_km_u,Distance_7_B_12_km_u,Distance_12_B_15_km_u,Distance_15_B_17_DOT_5_km_u,High_Intensity_Distance_17_DOT_5_B_22_DOT_5_km_u,Sprint_Distance_BT_22_DOT_5_km_u,High_Intensity_Distance_BT_17_DOT_5_km_u,Accelerations_Low,Accelerations_Medium,Accelerations_High,Heart_Rate_Low,Heart_Rate_Medium,Heart_Rate_High,Heart_Rate_BT_86,Heart_Rate_86_B_93,Heart_Rate_BT_93,Maximum_Heart_Rate,Relative_Maximum_Heart_Rate,Mean_HR,Relative_Mean_HR,HR_Index,Maximum_Velocity,Error_XY,Error_HR,Comments,AM_PM,DaysBeforeMatch,DaysAfterMatch,id,Entered_datetime
7/21/2019,22:57,6,14,1670,nonummy,79,non,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",93,65,666,15,192,10,526,8,63,41,73,85,95,88,8,28,16,80,102,134,70,78,83,200,89,84,51,84,53,true,false,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",AM,3,23,484,6/19/2015
8/21/2010,18:10,49,5,1754,morbi,107,ultrices,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,5,791,447,5,66,9,507,89,68,28,93,70,73,67,26,34,47,77,133,132,95,100,72,122,83,117,74,115,20,false,true,Suspendisse potenti. In eleifend quam a odio.,AM,57,26,214,11/8/2010
10/17/2019,14:30,31,24,1128,nullam,73,cursus,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",50,717,429,7,175,3,721,29,69,66,16,69,53,29,35,44,1,78,134,195,63,84,60,153,24,112,30,103,38,false,false,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",AM,9,23,404,8/24/2014
9/21/2011,2:15,38,8,1447,proin,175,elementum,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",93,48,894,4,167,10,648,56,61,100,43,89,2,98,15,36,9,67,148,181,79,89,100,155,80,96,74,122,28,true,false,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",PM,1,17,791,10/23/2011
7/30/2015,13:46,5,15,1262,sapien,182,"","",52,775,19,16,36,1,280,84,77,86,10,20,5,50,5,25,34,60,91,160,92,80,78,145,28,96,77,80,48,false,false,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",AM,44,16,340,12/2/2016
10/4/2011,5:35,34,6,1355,in,62,"",Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,45,613,751,1,41,5,626,2,93,29,22,39,34,64,19,25,50,52,94,155,79,68,97,166,30,102,78,79,33,true,true,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,PM,18,4,675,4/26/2012
1/2/2015,12:27,10,22,1792,nulla,189,"","Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",71,959,378,16,86,5,439,86,4,52,36,93,7,46,35,12,50,80,135,128,73,72,67,179,55,98,92,80,51,true,true,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",AM,60,5,277,3/24/2014
8/14/2018,22:52,34,17,483,proin,6,"","",91,774,108,3,189,8,182,29,18,56,95,65,37,86,21,16,42,52,149,160,80,72,63,122,36,115,53,100,59,true,false,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,PM,15,30,397,10/20/2019
4/6/2017,3:10,43,25,960,gravida,91,auctor,"",28,793,463,14,196,5,811,92,39,74,67,63,75,68,29,37,15,56,147,178,65,79,89,186,89,111,71,111,54,false,true,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",AM,25,8,535,8/1/2011
6/26/2013,17:53,9,9,1847,a,16,"",Aliquam erat volutpat. In congue.,53,119,614,14,25,7,421,24,91,79,20,47,52,6,36,3,35,76,134,168,87,69,81,105,50,84,37,108,56,false,false,Nullam varius. Nulla facilisi.,AM,19,16,305,12/11/2013
6/24/2010,12:29,27,3,1936,tempor,129,"","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",62,679,485,3,128,2,239,62,37,23,92,52,40,11,49,2,42,71,121,126,78,90,96,144,45,90,90,82,25,true,false,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",PM,0,18,57,9/19/2012
11/16/2015,4:38,5,25,234,id,156,"","",32,90,498,3,59,5,664,46,75,30,70,88,99,75,17,33,43,78,150,171,93,78,73,117,71,93,36,100,29,true,false,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",AM,26,6,385,5/31/2015
7/29/2014,19:28,44,21,469,ligula,74,etiam,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",8,698,779,17,4,4,787,17,23,19,29,59,46,83,48,30,10,56,91,156,60,94,76,197,58,119,94,117,31,false,true,Praesent lectus.,AM,9,17,240,1/3/2012
10/28/2011,17:21,34,12,621,eget,113,posuere,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,3,395,906,14,24,10,197,21,6,56,87,5,11,11,30,47,45,53,124,146,97,63,99,186,63,106,78,88,52,true,false,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",AM,52,12,756,3/20/2018
10/20/2010,23:34,32,22,692,montes,147,"",Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,92,831,122,12,69,3,14,53,48,28,1,86,16,54,44,43,31,74,132,199,70,76,99,115,62,94,35,115,51,false,true,Ut at dolor quis odio consequat varius. Integer ac leo.,AM,40,14,87,2/10/2013
5/30/2016,6:34,42,6,1113,in,90,"","",76,245,198,12,68,5,170,78,61,31,78,34,28,64,3,16,2,76,133,157,67,83,100,103,69,97,73,77,48,true,false,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",AM,4,17,170,7/14/2017
4/24/2012,0:17,48,1,417,iaculis,112,turpis,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",90,586,231,5,141,7,784,14,52,93,8,5,70,89,27,46,14,80,87,189,79,61,100,197,50,80,66,111,60,false,true,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",PM,6,10,99,11/3/2015
12/5/2019,5:14,16,17,397,hac,97,"",Praesent blandit. Nam nulla.,56,971,821,4,188,6,933,23,65,26,4,34,63,73,14,28,31,70,132,166,93,100,64,121,32,109,31,108,27,false,true,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",PM,0,10,972,2/2/2020
5/26/2013,11:09,29,10,1600,quis,185,erat,"",74,466,978,11,200,6,215,5,25,11,66,50,18,67,11,41,45,72,108,176,62,92,69,144,30,103,32,87,34,true,true,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",PM,33,24,267,2/23/2016
5/4/2013,15:11,40,24,147,eget,88,"",Nullam porttitor lacus at turpis.,33,761,991,18,77,6,922,95,5,71,54,95,44,74,45,44,19,50,122,186,77,99,83,120,28,110,95,100,49,false,false,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",PM,38,14,457,9/1/2018
3/22/2018,2:04,40,7,298,eget,71,"","",2,578,667,18,158,4,423,47,49,9,52,61,28,19,11,18,25,76,139,130,75,67,100,173,71,95,43,78,41,false,false,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",PM,41,11,349,6/29/2011
3/8/2018,9:16,3,18,1400,pellentesque,150,nisl,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",52,28,402,2,118,7,611,57,42,5,49,20,100,98,23,37,23,53,92,188,91,85,75,165,54,100,63,102,37,false,false,Aliquam sit amet diam in magna bibendum imperdiet.,AM,50,4,15,2/14/2013
8/10/2016,14:46,40,7,1907,sapien,190,"","",44,656,608,11,83,5,809,48,86,60,75,24,47,7,32,33,36,51,145,199,91,91,64,112,27,120,92,108,46,false,true,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,PM,26,6,617,10/30/2010
5/14/2012,4:30,48,21,1455,ut,3,"",Integer ac neque. Duis bibendum.,18,331,536,19,118,7,232,40,3,71,44,48,68,89,29,1,49,66,144,200,66,63,93,135,73,90,89,118,36,true,false,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",PM,40,10,607,4/21/2019
10/25/2012,0:24,24,5,1854,convallis,179,in,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",43,467,931,17,125,6,593,12,72,23,63,26,63,14,12,3,8,65,135,178,66,62,74,215,73,108,32,115,36,true,false,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,AM,25,8,511,2/19/2014
2/17/2016,18:23,8,13,1201,in,31,in,Donec dapibus. Duis at velit eu est congue elementum.,25,165,674,17,42,7,360,10,44,41,35,38,78,54,43,50,39,58,97,170,86,96,90,101,43,104,39,98,24,true,true,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",PM,26,27,44,10/7/2011
8/24/2013,19:21,48,22,1903,nulla,74,"","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",71,554,362,10,89,1,360,75,86,25,22,8,11,44,21,32,11,61,90,151,89,83,75,145,76,104,62,111,56,true,false,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",PM,13,4,921,2/7/2011
5/22/2012,4:51,4,18,1224,posuere,75,id,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",13,165,813,19,164,6,929,27,53,98,95,16,44,23,48,25,28,76,124,172,78,99,97,135,97,96,63,104,44,false,true,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",AM,56,15,787,1/4/2011
4/11/2014,19:41,7,15,16,donec,18,"",Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,60,532,71,13,85,6,855,83,43,59,21,64,30,79,20,35,18,59,148,196,100,88,77,197,26,115,94,122,25,true,true,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",PM,9,25,712,9/27/2018
11/28/2019,4:45,36,12,1775,sapien,92,nisl,In congue. Etiam justo. Etiam pretium iaculis justo.,60,633,14,5,79,3,605,48,39,3,15,26,57,56,41,9,43,62,131,139,65,65,77,191,33,95,45,76,43,true,true,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",PM,9,22,851,1/5/2019
12/9/2012,5:23,23,18,874,arcu,151,"","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",13,124,212,1,111,9,148,74,34,48,25,58,86,47,36,41,15,63,122,137,92,66,79,171,86,96,50,117,30,true,false,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",AM,46,18,801,12/15/2016
3/20/2019,0:38,24,5,335,nisi,56,nisl,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,37,349,891,14,24,4,678,26,86,50,7,93,92,4,33,1,48,54,99,188,67,86,81,207,31,80,62,76,52,true,false,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",AM,35,9,750,5/17/2014
10/17/2014,9:59,20,9,777,tempus,49,"","",20,927,147,10,149,3,893,32,33,86,57,53,48,91,23,25,16,59,142,167,98,64,98,122,38,88,73,112,58,false,false,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",PM,30,28,83,4/19/2017
9/4/2011,7:50,36,15,314,libero,162,quisque,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",73,183,96,13,77,7,635,65,88,33,100,53,82,57,29,11,22,75,127,159,93,95,69,182,93,115,46,103,47,false,true,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,AM,49,2,309,1/26/2011
8/12/2013,7:03,9,1,1276,in,70,"",Etiam justo.,10,181,525,5,68,1,924,16,65,78,9,85,65,89,36,17,26,56,102,126,64,90,99,113,51,119,79,117,20,true,true,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",PM,32,10,273,12/8/2014
11/17/2015,7:26,18,19,879,sed,176,"","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",52,163,780,18,27,9,771,84,91,54,61,54,74,74,15,7,38,65,122,171,83,73,61,216,23,85,95,91,46,false,true,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.",PM,24,29,773,9/23/2014
5/22/2012,15:00,12,19,31,tempus,161,aliquet,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,39,9,339,17,19,5,330,100,81,91,47,6,25,35,45,33,20,76,110,177,84,66,61,122,76,116,40,123,56,true,false,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",AM,55,19,694,6/18/2015
6/6/2018,7:50,41,5,1488,odio,37,"",Nulla tellus. In sagittis dui vel nisl.,76,408,686,7,171,3,429,39,18,25,92,88,43,68,8,39,28,61,95,193,62,70,66,157,91,119,41,107,42,true,true,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",AM,51,13,448,6/18/2016
11/2/2017,5:10,39,8,977,quis,177,justo,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",87,792,174,9,32,1,793,49,44,51,91,75,6,71,37,40,8,52,114,157,85,61,80,127,31,118,85,92,20,true,true,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",PM,57,6,484,12/19/2013
8/28/2015,8:30,16,1,1554,maecenas,102,sed,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",85,707,7,2,184,6,585,12,14,57,41,35,70,5,3,2,12,71,105,148,73,69,65,114,97,97,30,96,36,true,true,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",PM,46,26,896,7/8/2011
3/22/2020,4:31,35,18,1221,fusce,198,hac,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",79,455,79,4,187,6,263,87,55,84,98,89,88,4,49,44,34,77,130,143,84,73,74,181,49,81,73,96,28,true,true,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",AM,55,9,910,5/7/2016
